ORGANISMO / CONSEJERÍA;CENTRO GESTOR;ID OPTE CENTRO DE GASTO;CENTRO DE GASTO;CÓDIGO INTERNO;ID OPTE CENTRO DE CONSUMO;CENTRO DE CONSUMO;TIPO DE CENTRO DE CONSUMO;C.I.F.;DIRECCIÓN;SUPERFICIE CONSTRUIDA;OCUPACIÓN;CUPs E;CUPs GN;GSL;TIPO DE CENTRO A NIVEL DE ADMINISTRACIÓN AUTONÓMICA;CÓDIGO MUNICIPIO DIRECCIÓN;MUNICIPIO DIRECCIÓN;COORDENADA X LONGITUD;COORDENADA Y LATITUD;REFERENCIA CATASTRAL 1;REFERENCIA CATASTRAL 2;REFERENCIA CATASTRAL 3;REFERENCIA CATASTRAL 4;REFERENCIA CATASTRAL 5;REFERENCIA CATASTRAL 6;REFERENCIA CATASTRAL 7;Posición
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;232;04013000 - ST MOVILIDAD Y TRANSFORMA LE;;4373;PARQUE MAQUINARIA LA MAGDALENA;PARQUE MAQUINARIA;S4711001J;C/FLORENTINO AGUSTIN DIEZ 0065 24120 CANALES-LA MAGDALENA (LEÓN);297;;1;;;OTROS;24167;SOTO Y AMÍO;;;;;;;;;;
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;232;04013000 - ST MOVILIDAD Y TRANSFORMA LE;;4365;PARQUE MAQUINARIA ONZONILLA;PARQUE MAQUINARIA;S4711001J;POL. IND. LEÓN 1ª FASE-C/D, 2 BAJO 1 24231 ONZONILLA (LEÓN);1782;;1;;;OTROS;24105;ONZONILLA;;;;;;;;;;
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;232;04013000 - ST MOVILIDAD Y TRANSFORMA LE;;4372;PARQUE MAQUINARIA PONFERRADA;PARQUE MAQUINARIA;S4711001J;PBDO OBRAS PUBLICAS 0063 24400 PONFERRADA (LEÓN);2;;1;;;OTROS;24115;PONFERRADA;-6.610724;42.547532;;;;;;;;42.547532, -6.610724
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;232;04013000 - ST MOVILIDAD Y TRANSFORMA LE;;5173;ROTONDA N120-LE442;ALUMBRADO PÚBLICO;S4711001J;CR INTR N 120 - LE 442 S/N ROTONDA 24392 VILLADANGOS DEL PARAMO (LEÓN);;;1;;;OTROS;24205;VILLADANGOS DEL PÁRAMO;-5.75052;42.528551;;;;;;;;42.528551, -5.75052
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;232;04013000 - ST MOVILIDAD Y TRANSFORMA LE;;4377;VIVIENDAS PARQUE VILLABLINO;VIVIENDA;S4711001J;AVDA CONSTANTINO GANCEDO 18 24100 VILLABLINO (LEÓN);0;;1;;;OTROS;24202;VILLABLINO;-6.325286;42.939566;;;;;;;;42.939566, -6.325286
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;241;04013001 - ST MEDIO AMBIENTE LE;;4508;ASTORGA - C/ESTIGMATINAS,0020, 2;OFICINAS;S4711001J;C/ ESTIGMATINAS, 20 - 2 - ASTORGA - LEÓN 24700 ASTORGA (LEÓN);0;;1;;;C. ADMINISTRATIVOS;24008;ASTORGA;-6.064489;42.462336;;;;;;;;42.462336, -6.064489
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;241;04013001 - ST MEDIO AMBIENTE LE;;4509;BEMBIBRE OF.CALLE CAMPO 0031;OFICINAS;S4711001J;C/ EL CAMPO, 31 - OFICINA - BEMBIBRE - LEÓN 24300 BEMBIBRE (LEÓN);0;;1;;;C. ADMINISTRATIVOS;24014;BEMBIBRE;-6.422989;42.634384;;;;;;;;42.634384, -6.422989
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;241;04013001 - ST MEDIO AMBIENTE LE;;4504;LEÓN - OF. - AV.ROMA;OFICINAS;S4711001J;AV ROMA, 3, 1º DCHA  24001 LEÓN (LEÓN);0;;1;1;;C. ADMINISTRATIVOS;24089;LEÓN;-5.576327;42.598539;;;;;;;;42.598539, -5.576327
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;241;04013001 - ST MEDIO AMBIENTE LE;;4519;NAVE CARBAJAL - AV.LEÓN 240, BAJO - SARIEGOS;NAVE;S4711001J;AVDA LEON, 240, BAJO SARIEGOS - NAVE 24196 SARIEGOS DEL BERNESGA (CAPITAL) (LEÓN);0;;1;;;OTROS;24163;SARIEGOS;-5.604772;42.645591;;;;;;;;42.645591, -5.604772
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;241;04013001 - ST MEDIO AMBIENTE LE;;4506;SAHAGÚN - OFICINA COMARCAL;OFICINAS;S4711001J;C/ ALFONSO VI, 7-1, BAJO 1 SAHAGUN 24320 SAHAGUN (LEÓN);0;;1;;;C. ADMINISTRATIVOS;24139;SAHAGÚN;-5.03246;42.371482;;;;;;;;42.371482, -5.03246
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;233;04014000 - ST MOVILIDAD Y TRANSFORMA PA;;4379;CASILLA DE AUTILLA;INCENDIOS, RIEGOS, CENTRO CINEGÉTICO, EMISORA, TORRE VIGILANCIA;S4711001J;CR PALENCIA EXTRARRADIOS, S/N, BAJO 2 34191 AUTILLA DEL PINO (PALENCIA);0;;1;;;OTROS;34018;AUTILLA DEL PINO;-4.636317;41.996268;;;;;;;;41.996268, -4.636317
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;233;04014000 - ST MOVILIDAD Y TRANSFORMA PA;;4380;CONSERVACIÓN DE CARRETERAS (VILLALOBÓN);INCENDIOS, RIEGOS, CENTRO CINEGÉTICO, EMISORA, TORRE VIGILANCIA;S4711001J;CL JARDINES 4, BAJO 1 34419 VILLALOBON (PALENCIA);0;;1;;;OTROS;34217;VILLALOBÓN;-4.501602;42.029768;;;;;;;;42.029768, -4.501602
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;233;04014000 - ST MOVILIDAD Y TRANSFORMA PA;;7609;ESPACIO DIGITAL CASTILLA Y LEON NUEVO;ESPACIO DIGITAL;S4711001J;CL SAN MARCOS, 3, BAJO 4 PALENCIA (PALENCIA);;;1;;;C. ADMINISTRATIVOS;34120;PALENCIA;;;;;;;;;;
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;233;04014000 - ST MOVILIDAD Y TRANSFORMA PA;;4392;ESTACIÓN PESAJE OSORNO (BÁSCULA);INCENDIOS, RIEGOS, CENTRO CINEGÉTICO, EMISORA, TORRE VIGILANCIA;S4711001J;CARRETERA SANTANDER S/N S/9504 BAJO, BASCULA 34460 OSORNO (CAPITAL) (PALENCIA);0;;1;;;OTROS;34901;OSORNO LA MAYOR;-4.359925;42.407178;;;;;;;;42.407178, -4.359925
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;233;04014000 - ST MOVILIDAD Y TRANSFORMA PA;;4385;ILUMINACIÓN CARRETERA VILLADA;ALUMBRADO PÚBLICO;S4711001J;CARRETERA CARRION 6, PROX., BAJO 34340 VILLADA (PALENCIA);0;;1;;;OTROS;34206;VILLADA;-4.963378;42.250447;;;;;;;;42.250447, -4.963378
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;233;04014000 - ST MOVILIDAD Y TRANSFORMA PA;;4393;NAVE ALMACEN AGUILAR DE CAMPOO;NAVE;S4711001J;AV CERVERA 30 BAJO 34800 AGUILAR DE CAMPOO (PALENCIA);0;;1;;;OTROS;34004;AGUILAR DE CAMPOO;-4.266848;42.795623;;;;;;;;42.795623, -4.266848
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;233;04014000 - ST MOVILIDAD Y TRANSFORMA PA;;4389;PARQUE DE MAQUINARIA (CERVERA DE PISUERGA);PARQUE MAQUINARIA;S4711001J;CL EL MADERAO S/N, BAJO 34840 CERVERA DE PISUERGA (PALENCIA);0;;1;;;OTROS;34056;CERVERA DE PISUERGA;-4.505258;42.872459;;;;;;;;42.872459, -4.505258
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;233;04014000 - ST MOVILIDAD Y TRANSFORMA PA;;4382;PARQUE MAQUINARIA DE PALENCIA -OFICINAS EN EDIFICIO VIVIENDAS-;OFICINAS;S4711001J;AV ASTURIAS 26, BAJO 2 34005 PALENCIA (PALENCIA);0;;1;;;C. ADMINISTRATIVOS;34120;PALENCIA;-4.548621;42.025313;;;;;;;;42.025313, -4.548621
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;233;04014000 - ST MOVILIDAD Y TRANSFORMA PA;;4394;REPETIDOR CUBILLO DE OJEDA;REPETIDOR;S4711001J;CL CUBILLO DE OJEDA B. S/N, S/N9516 BAJO 002 34486 CUBILLO DE OJEDA (PALENCIA);0;;1;;;OTROS;34056;CERVERA DE PISUERGA;-4.435548;42.802398;;;;;;;;42.802398, -4.435548
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;233;04014000 - ST MOVILIDAD Y TRANSFORMA PA;;4383;REPETIDOR GUARDO;REPETIDOR;S4711001J;CAMINO PEÑUCOS 6, BAJO 1 34880 GUARDO (PALENCIA);0;;1;;;OTROS;34080;GUARDO;-4.862435;42.790023;;;;;;;;42.790023, -4.862435
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;247;04014001 - ST MEDIO AMBIENTE PA;;4530;EMISORA PORTÁTIL;INCENDIOS, RIEGOS, CENTRO CINEGÉTICO, EMISORA, TORRE VIGILANCIA;S4711001J;CAMINO PEÑUCOS 12 34880 GUARDO (PALENCIA);0;;1;;;OTROS;34080;GUARDO;-4.862435;42.790023;;;;;;;;42.790023, -4.862435
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;247;04014001 - ST MEDIO AMBIENTE PA;;4536;HELIPUERTO DE VILLAELES;HELIPUERTO;S4711001J;VILLAELES DE VALDAVIA 34475 VILLAELES DE VALDAVIA (PALENCIA);8000;;1;;;OTROS;34208;VILLAELES DE VALDAVIA;-4.572759;42.56769;;;;;;;;42.56769, -4.572759
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;247;04014001 - ST MEDIO AMBIENTE PA;;7740;NAVE VEHICULOS AUTOBOMBA AGUILAR DE CAMPOO;INCENDIOS, RIEGOS, CENTRO CINEGÉTICO, EMISORA, TORRE VIGILANCIA;S4711001J;C/ EL SOTO, 12 34800 AGUILAR DE CAMPOO (PALENCIA);;;1;;;OTROS;34004;AGUILAR DE CAMPOO;;;;;;;;;;
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;247;04014001 - ST MEDIO AMBIENTE PA;;4529;OFICINA COMARCAL DE SALDAÑA;OFICINAS;S4711001J;AVDA. REYES CATÓLICOS 31 34100 SALDAÑA (PALENCIA);90;8;1;;;C. ADMINISTRATIVOS;34157;SALDAÑA;-4.732928;42.523905;;;;;;;;42.523905, -4.732928
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;234;04015000 - ST MOVILIDAD Y TRANSFORMA SA;;4398;ARCHIVO PATIO CHICO;ARCHIVO;S4711001J;C/ PATIO CHICO 2-1, BAJO 2 37008 SALAMANCA (SALAMANCA);73;;1;;;OTROS;37274;SALAMANCA;-5.666526;40.959874;;;;;;;;40.959874, -5.666526
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;234;04015000 - ST MOVILIDAD Y TRANSFORMA SA;;4403;ARCHIVO RODASVIEJAS BAJO L3;ARCHIVO;S4711001J;C/ RODASVIEJAS, 17,ESC 4 BAJO L3 37008 SALAMANCA (SALAMANCA);181;;1;;;OTROS;37274;SALAMANCA;-5.671506;40.944889;;;;;;;;40.944889, -5.671506
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;234;04015000 - ST MOVILIDAD Y TRANSFORMA SA;;4405;GLORIETA SANTA MARTA DE TORMES;ALUMBRADO PÚBLICO;S4711001J;AVDA MAROSAN ,2 VALDELAGUA 37194 SANTA MARTA DE TORMES (SALAMANCA);0;;1;;;OTROS;37294;SANTA MARTA DE TORMES;-5.626079;40.933959;;;;;;;;40.933959, -5.626079
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;238;04015001 - ST MEDIO AMBIENTE SA;;4548;ALMACÉN INCENDIOS LAGUNILLA;ALMACÉN;S4711001J;PL POLÍGONO 3 38 BAJO 37724 LAGUNILLA (SALAMANCA);0;;1;;;OTROS;37168;LAGUNILLA;-5.968718;40.324638;;;;;;;;40.324638, -5.968718
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;238;04015001 - ST MEDIO AMBIENTE SA;;7642;BASE AUTOBOMBA CIUDAD RODRIGO;NAVE;S4711001J;CL INDUSTRIA 6-20 POLÍGONO INDUSTRIAL LAS VIÑAS 37500 CIUDAD-RODRIGO (SALAMANCA);200;8;1;;;OTROS;37107;CIUDAD RODRIGO;;;;;;;;;;
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;238;04015001 - ST MEDIO AMBIENTE SA;;4543;BASE HELICÓPTEROS EL BODÓN;HELIPUERTO;S4711001J;CL CALVERA 10 BIS, BAJO 1 37520 BODON (EL) (SALAMANCA);0;;1;;;OTROS;37054;BODÓN (EL);-6.574283;40.487731;;;;;;;;40.487731, -6.574283
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;238;04015001 - ST MEDIO AMBIENTE SA;;4544;BASE HELICOPTEROS EL BODON BAJO 2;HELIPUERTO;S4711001J;C/ CALVERA, 10-BIS-BAJO 2 37520 BODON (EL) (SALAMANCA);0;;1;;;OTROS;37054;BODÓN (EL);-6.574283;40.487731;;;;;;;;40.487731, -6.574283
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;238;04015001 - ST MEDIO AMBIENTE SA;;4546;BASE HELICOPTEROS GUADRAMIRO;HELIPUERTO;S4711001J;PARA LA DEHESA, 773 37219 GUADRAMIRO (SALAMANCA);0;;1;;;OTROS;37154;GUADRAMIRO;-6.503643;41.007191;;;;;;;;41.007191, -6.503643
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;238;04015001 - ST MEDIO AMBIENTE SA;;4541;CASA FORESTAL LINARES DE RIOFRIO;CASA FORESTAL;S4711001J;Bº DE LA MATA, 35, BAJO 1 37760 LINARES DE RIOFRIO (SALAMANCA);0;;1;;;OTROS;37172;LINARES DE RIOFRÍO;-5.91449;40.582526;;;;;;;;40.582526, -5.91449
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;238;04015001 - ST MEDIO AMBIENTE SA;;4395;PARQUE DE MAQUINARIA PEÑARANDA BRACAMONTE;PARQUE MAQUINARIA;S4711001J;ANTIGUA N-501 37900 PEÑARANDA DE BRACAMONTE (SALAMANCA);756;;1;;;OTROS;37246;PEÑARANDA DE BRACAMONTE;-5.192826;40.906347;;;;;;;;40.906347, -5.192826
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;238;04015001 - ST MEDIO AMBIENTE SA;;4538;VIVERO FORESTAL CABRERIZOS;VIVERO;S4711001J;CRTA. ALDEALENGUA, 2 37193 CABRERIZOS (SALAMANCA);0;;1;;;OTROS;37067;CABRERIZOS;-5.611583;40.974689;;;;;;;;40.974689, -5.611583
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;235;04016000 - ST MOVILIDAD Y TRANSFORMA SG;;4971;ALUMBRADO PALAZUELOS DE ERESMA (ES0022000008401255QD1P);ALUMBRADO PÚBLICO;S4711001J;CL VALSAÍN, 1000 40194 PALAZUELOS DE ERESMA (SEGOVIA);;;1;;;OTROS;40155;PALAZUELOS DE ERESMA;-4.0531;40.9088;;;;;;;;40.9088, -4.0531
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;235;04016000 - ST MOVILIDAD Y TRANSFORMA SG;;4417;ANTENA (ES0022000007819390VK1P);ANTENA;S4711001J;CL CERRO ALTO 40122 SANTA MARIA LA REAL DE NIEVA (SEGOVIA);0;;1;;;OTROS;40185;SANTA MARÍA LA REAL DE NIEVA;-4.406773;41.069897;;;;;;;;41.069897, -4.406773
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;235;04016000 - ST MOVILIDAD Y TRANSFORMA SG;;4412;EDF. S. T. FOMENTO SG (ES0022000005209251SZ1P);OFICINAS;S4711001J;PZA. PLATERO OQUENDO, 3 40001 SEGOVIA (SEGOVIA);2453;60;1;;;C. ADMINISTRATIVOS;40194;SEGOVIA;-4.121194;40.947957;;;;;;;;40.947957, -4.121194
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;242;04016001 - ST MEDIO AMBIENTE SG;;4830;ALMACÉN DE LASTRAS DE CUÉLLAR;ALMACÉN;S4711001J;CL CALVARIO 7 40352 LASTRAS DE CUELLAR (SEGOVIA);;;1;;;OTROS;40110;LASTRAS DE CUÉLLAR;-4.1043;41.29803;;;;;;;;41.29803, -4.1043
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;242;04016001 - ST MEDIO AMBIENTE SG;;7577;OFICINA DE COCA;;S4711001J;CL EXTRAMUROS 85, PORTAL Z PISO 1 PUERTA 1 COCA (SEGOVIA);;;1;;;;40057;COCA;;;;;;;;;;
04 - FOMENTO Y M. AMBIENTE;0401 - SG FOMENTO Y MEDIO AMBIENTE;244;04017000 - ST MOVILIDAD Y TRANSFORMA SO;;7673;COCHERAS;INCENDIOS, RIEGOS, CENTRO CINEGÉTICO, EMISORA, TORRE VIGILANCIA;S4711001J;C/ SAN MARTIN DE FINOJOSA, 24, BAJO 2 42003 SORIA (SORIA);;;1;;;OTROS;42173;SORIA;;;;;;;;;;
