
Time;T1Level;T2Level;T3Level;T4Level;leftPump;leftValve;rightPump;rightValve
4.200000000000001;0;0;0;0;0;0;0;0
4.300000000000001;0;0;0;0;0;0;0;0
4.4;0;0;0;0;0;0;0;0
4.5;0;0;0;0;0;0;0;0
4.6;0;0;0;0;0;0;0;0
4.699999999999999;0;0;0;0;0;0;0;0
4.799999999999999;0;0;0;0;0;0;0;0
4.899999999999999;0;0;0;0;0;0;0;0
4.999999999999998;0;0;0;0;0;0;0;0
5.099999999999998;0;0;0;0;0;0;0;0
5.1999999999999975;0;0;0;0;0;0;0;0
5.299999999999997;0;0;0;0;0;0;0;0
5.399999999999997;0;0;0;0;0;0;0;0
5.4999999999999964;0;0;0;0;0;0;0;0
5.599999999999996;0;0;0;0;0;0;0;0
5.699999999999996;0;0;0;0;0;0;0;0
5.799999999999995;0;0;0;0;0;0;0;0
5.899999999999995;0;0;0;0;0;0;0;0
5.999999999999995;0;0;0;0;0;0;0;0
6.099999999999994;0;0;0;0;0;0;0;0
6.199999999999994;0;0;0;0;0;0;0;0
6.299999999999994;0;0;0;0;0;0;0;0
6.399999999999993;0;0;0;0;0;0;0;0
6.499999999999993;0;0;0;0;0;0;0;0
6.5999999999999925;0;0;0;0;0;0;0;0
6.699999999999992;0;0;0;0;0;0;0;0
6.799999999999992;0;0;0;0;0;0;0;0
6.8999999999999915;0;0;0;0;0;0;0;0
6.999999999999991;0;0;0;0;0;0;0;0
7.099999999999991;0;0;0;0;0;0;0;0
7.19999999999999;0;0;0;0;0;0;0;0
7.29999999999999;0;0;0;0;0;0;0;0
7.39999999999999;0;0;0;0;0;0;0;0
7.499999999999989;0;0;0;0;0;0;0;0
7.599999999999989;0;0;0;0;0;0;0;0
7.699999999999989;0;0;0;0;0;0;0;0
7.799999999999988;0;0;0;0;0;0;0;0
7.899999999999988;0;0;0;0;0;0;0;0
7.999999999999988;0;0;0;0;0;0;0;0
8.099999999999987;0;0;0;0;0;0;0;0
8.199999999999987;0;0;0;0;0;0;0;0
8.299999999999986;0;0;0;0;0;0;0;0
8.399999999999986;0;0;0;0;0;0;0;0
8.499999999999986;0;0;0;0;0;0;0;0
8.599999999999985;0;0;0;0;0;0;0;0
8.699999999999985;0;0;0;0;0;0;0;0
8.799999999999985;0;0;0;0;0;0;0;0
8.899999999999984;0;0;0;0;0;0;0;0
8.999999999999984;0;0;0;0;0;0;0;0
9.099999999999984;0;0;0;0;0;0;0;0
9.199999999999983;0;0;0;0;0;0;0;0
9.299999999999983;0;0;0;0;0;0;0;0
9.399999999999983;0;0;0;0;0;0;0;0
9.499999999999982;0;0;0;0;0;0;0;0
9.599999999999982;0;0;0;0;0;0;0;0
9.699999999999982;0;0;0;0;0;0;0;0
9.799999999999981;0;0;0;0;0;0;0;0
9.89999999999998;0;0;0;0;0;0;0;0
9.99999999999998;0;0;0;0;0;0;0;0
10.09999999999998;0;0;0;0;0;0;0;0
10.19999999999998;0;0;0;0;0;0;0;0
10.29999999999998;0;0;0;0;0;0;0;0
10.399999999999979;0;0;0;0;0;0;0;0
10.499999999999979;0;0;0;0;0;0;0;0
10.599999999999978;0;0;0;0;0;0;0;0
10.699999999999978;0;0;0;0;0;0;0;0
10.799999999999978;0;0;0;0;0;0;0;0
10.899999999999977;0;0;0;0;0;0;0;0
10.999999999999977;0;0;0;0;0;0;0;0
11.099999999999977;0;0;0;0;0;0;0;0
11.199999999999976;0;0;0;0;0;0;0;0
11.299999999999976;0;0;0;0;0;0;0;0
11.399999999999975;0;0;0;0;0;0;0;0
11.499999999999975;0;0;0;0;0;0;0;0
11.599999999999975;0;0;0;0;0;0;0;0
11.699999999999974;0;0;0;0;0;0;0;0
11.799999999999974;0;0;0;0;0;0;0;0
11.899999999999974;0;0;0;0;0;0;0;0
11.999999999999973;0;0;0;0;0;0;0;0
12.099999999999973;0;0;0;0;0.9;0;0;0
12.199999999999973;0.004604373372312218;0;0;0;1.8;0;0;0
12.299999999999972;0.013437099463281775;0;0;0;2.2;0;0;0
12.399999999999972;0.02383450081549599;0;0;0;3.1;0;0;0
12.499999999999972;0.038922225498316705;0;0;0;3.1;0;0;0
12.599999999999971;0.05301814801022629;0;0;0;3.1;0;0;0
12.69999999999997;0.06543123344889712;0;0;0;4;0;0;0
12.79999999999997;0.08267149622572172;0;0;0;4.4;0;0;0
12.89999999999997;0.10215971772865418;0;0;0;5.3;0;0;0
12.99999999999997;0.12668544850159086;0;0;0;5.8;0;0;0
13.09999999999997;0.1539295544447059;0;0;0;6.2;0;0;0
13.199999999999969;0.18266419962866007;0;0;0;6.2;0;0;0
13.299999999999969;0.21003829945824978;0;0;0;6.7;0;0;0
13.399999999999968;0.23921342223508055;0;0;0;7.1;0;0;0
13.499999999999968;0.2701684643895469;0;0;0;7.1;0;0;0
13.599999999999968;0.29997748889281795;0;0;0;7.1;0;0;0
13.699999999999967;0.3282436852425716;0;0;0;7.1;0;0;0
13.799999999999967;0.35510999109303254;0;0;0;7.6;0;0;0
13.899999999999967;0.3842008388864706;0;0;0;8;0;0;0
13.999999999999966;0.4154451362302619;0;0;0;8.4;0;0;0
14.099999999999966;0.4486644700216282;0;0;0;8.4;0;0;0
14.199999999999966;0.48101891735157015;0;0;0;8.4;0;0;0
14.299999999999965;0.512044271280612;0;0;0;8.9;0;0;0
14.399999999999965;0.545349258128929;0;0;0;9.3;0;0;0
14.499999999999964;0.5808684164746098;0;0;0;9.8;0;0;0
14.599999999999964;0.6191265102047008;0;0;0;10.2;0;0;0
14.699999999999964;0.659500958503803;0;0;0;10.2;0;0;0
14.799999999999963;0.699006136505511;0;0;0;10.7;0;0;0
14.899999999999963;0.7406840567977203;0;0;0;10.7;0;0;0
14.999999999999963;0.7816674683321436;0;0;0;10.7;0;0;0
15.099999999999962;0.8213245006583866;0;0;0;11.1;0;0;0
15.199999999999962;0.8625506965258847;0;0;0;11.6;0;0;0
15.299999999999962;0.9065878742471462;0;0;0;11.6;0;0;0
15.399999999999961;0.9499930307007941;0;0;0;11.6;0;0;0
15.499999999999961;0.9921220939811654;0;0;0;11.6;0;0;0
15.59999999999996;1.0330388095521834;0;0;0;12.4;0;0;0
15.69999999999996;1.0784522363313918;0;0;0;12.9;0;0;0
15.79999999999996;1.1272555515086997;0;0;0;13.3;0;0;0
15.89999999999996;1.1782620267459278;0;0;0;13.3;0;0;0
15.99999999999996;1.2284763717483382;0;0;0;13.8;0;0;0
16.09999999999996;1.2809253607946238;0;0;0;14.7;0;0;0
16.19999999999996;1.3391045873368845;0;0;0;15.1;0;0;0
16.29999999999996;1.399923088613912;0;0;0;15.6;0;0;0
16.399999999999963;1.4633599072430077;0;0;0;16;0;0;0
16.499999999999964;1.5288177026988345;0;0;0;16.9;0;0;0
16.599999999999966;1.5996820687606887;0;0;0;17.3;0;0;0
16.699999999999967;1.6730238383203166;0;0;0;18.2;0;0;0
16.79999999999997;1.7516663742192367;0;0;0;19.1;0;0;0
16.89999999999997;1.8362314845881127;0;0;0;19.6;0;0;0
16.99999999999997;1.9238012648238103;0;0;0;20.4;0;0;0
17.099999999999973;2.015921480682236;0;0;0;21.3;0;0;0
17.199999999999974;2.1136714259125338;0;0;0;21.8;0;0;0
17.299999999999976;2.2142895522143333;0;0;0;22.2;0;0;0
17.399999999999977;2.3164963189039702;0;0;0;23.1;0;0;0
17.49999999999998;2.4237104088297143;0;0;0;24;0;0;0
17.59999999999998;2.5365844630123253;0;0;0;24;0;0;0
17.69999999999998;2.648678626030534;0;0;0;24;0;0;0
17.799999999999983;2.75878747188975;0;0;0;24.9;0;0;0
17.899999999999984;2.8733702357371773;0;0;0;25.3;0;0;0
17.999999999999986;2.990106076403174;0;0;0;26.2;0;0;0
18.099999999999987;3.1118437838796003;0;0;0;27.1;0;0;0
18.19999999999999;3.239243418631542;0;0;0;27.6;0;0;0
18.29999999999999;3.3694153648249836;0;0;0;28;0;0;0
18.39999999999999;3.501083992981016;0;0;0;29.3;0;0;0
18.499999999999993;3.6405146434715236;0;0;0;29.8;0;0;0
18.599999999999994;3.7832158550775716;0;0;0;30.7;0;0;0
18.699999999999996;3.930894541429161;0;0;0;31.6;0;0;0
18.799999999999997;4.084082171720288;0;0;0;32.4;0;0;0
18.9;4.242031191006814;0;0;0;33.3;0;0;0
19;4.405286162340279;0;0;0;34.2;0;0;0
19.1;4.573957079888451;0;0;0;34.2;0;0;0
19.200000000000003;4.741618437240578;0;0;0;34.7;0;0;0
19.300000000000004;4.910608566194936;0;0;0;35.6;0;0;0
19.400000000000006;5.084496553805561;0;0;0;36;0;0;0
19.500000000000007;5.2602686242552075;0;0;0;36.9;0;0;0
19.60000000000001;5.440787480406332;0;0;0;37.8;0;0;0
19.70000000000001;5.6267372918261875;0;0;0;39.1;0;0;0
19.80000000000001;5.820933357847512;0;0;0;40.4;0;0;0
19.900000000000013;6.0238804210779024;0;0;0;41.8;0;0;0
20.000000000000014;6.236226853699564;0;0;0;42.7;0;0;0
20.100000000000016;6.454491613590167;0;0;0;43.6;0;0;0
20.200000000000017;6.677943697112591;0;0;0;44.4;0;0;0
20.30000000000002;6.905856277738081;0;0;0;45.3;0;0;0
20.40000000000002;7.138792252576469;0;0;0;45.8;0;0;0
20.50000000000002;7.37403508924415;0;0;0;46.7;0;0;0
20.600000000000023;7.6138809962696286;0;0;0;48;0;0;0
20.700000000000024;7.861732904989324;0;0;0;48.9;0;0;0
20.800000000000026;8.115268616743787;0;0;0;49.3;0;0;0
20.900000000000027;8.30305622201254;0;0;0;50.2;0;0;0
21.00000000000003;8.481321781287441;0;0;0;51.1;0;0;0
21.10000000000003;8.664020318170945;0;0;0;52;0;0;0
21.20000000000003;8.851127261344331;0;0;0;52.4;0;0;0
21.300000000000033;9.039743656258016;0;0;0;52.4;0;0;0
21.400000000000034;9.22700201001676;0;0;0;52.4;0;0;0
21.500000000000036;9.412476288866923;0;0;0;52.9;0;0;0
21.600000000000037;9.599076629201033;0;0;0;53.3;0;0;0
21.70000000000004;9.786806380787143;0;0;0;53.3;0;0;0
21.80000000000004;9.97325681458827;0;0;0;53.3;0;0;0
21.90000000000004;10.157998320294357;0;0;0;53.8;0;0;0
22.000000000000043;10.3439380815047;0;0;0;53.8;0;0;0
22.100000000000044;10.52877639047086;0;0;0;54.2;0;0;0
22.200000000000045;10.714266691834219;0;0;0;54.2;0;0;0
22.300000000000047;10.898574216393571;0;0;0;54.2;0;0;0
22.40000000000005;11.081265443758987;0;0;0;54.2;0;0;0
22.50000000000005;11.262367753937685;0;0;0;54.2;0;0;0
22.60000000000005;11.44190762841082;0;0;0;54.2;0;0;0
22.700000000000053;11.61991069696429;0;0;0;54.2;0;0;0
22.800000000000054;11.796401781180712;0;0;0;54.2;0;0;0
22.900000000000055;11.97140493489234;0;0;0;54.2;0;0;0
23.000000000000057;12.144943481862356;0;0;0;54.7;0;0;0
23.10000000000006;12.31991704721079;0;0;0;55.1;0;0;0
23.20000000000006;12.496321229529599;0;0;0;55.6;0;0;0
23.30000000000006;12.674615489722697;0;0;0;55.6;0;0;0
23.400000000000063;12.852032030631477;0;0;0;55.6;0;0;0
23.500000000000064;13.028015333063873;0;0;0;56;0;0;0
23.600000000000065;13.204888430283267;0;0;0;56.9;0;0;0
23.700000000000067;13.38598928463398;0;0;0;57.3;0;0;0
23.800000000000068;13.568989389535915;0;0;0;57.8;0;0;0
23.90000000000007;13.753886307748392;0;0;0;57.8;0;0;0
24.00000000000007;13.937911968336806;0;0;0;58.7;0;0;0
24.100000000000072;14.125689587152577;0;0;0;58.7;0;0;0
24.200000000000074;14.313051154038195;0;0;0;59.1;0;0;0
24.300000000000075;14.501280366034097;0;0;0;60;0;0;0
24.400000000000077;14.693716112871604;0;0;0;60.4;0;0;0
24.500000000000078;14.888031191652399;0;0;0;60.9;0;0;0
24.60000000000008;15.084223681260125;0;0;0;61.3;0;0;0
24.70000000000008;15.281828146383765;0;0;0;61.8;0;0;0
24.800000000000082;15.48130465147122;0;0;0;61.8;0;0;0
24.900000000000084;15.679885449110426;0;0;0;62.2;0;0;0
25.000000000000085;15.879315837427528;0;0;0;62.2;0;0;0
25.100000000000087;16.077754741815106;0;0;0;62.7;0;0;0
25.200000000000088;16.27763801867118;0;0;0;63.1;0;0;0
25.30000000000009;16.478961653389764;0;0;0;64.4;0;0;0
25.40000000000009;16.686790571890402;0;0;0;64.9;0;0;0
25.500000000000092;16.89751409099014;0;0;0;65.3;0;0;0
25.600000000000094;17.109628236143937;0;0;0;66.7;0;0;0
25.700000000000095;17.328774871123574;0;0;0;66.7;0;0;0
25.800000000000097;17.54800125638154;0;0;0;67.6;0;0;0
25.900000000000098;17.77089261850712;0;0;0;68.4;0;0;0
26.0000000000001;17.997889650286538;0;0;0;69.3;0;0;0
26.1000000000001;18.1879973593473;0;0;0;70.7;0;0;0
26.200000000000102;18.376814929811548;0;0;0;71.6;0;0;0
26.300000000000104;18.57043847281464;0;0;0;72.4;0;0;0
26.400000000000105;18.767812595120102;0;0;0;73.3;0;0;0
26.500000000000107;18.969332334230263;0;0;0;74.2;0;0;0
26.600000000000108;19.175079991264006;0;0;0;75.1;0;0;0
26.70000000000011;19.38503487336947;0;0;0;76.4;0;0;0
26.80000000000011;19.6012407354431;0;0;0;77.3;0;0;0
26.900000000000112;19.822011570357684;0;0;0;78.7;0;0;0
27.000000000000114;20.04949451738315;0;0;0;79.6;0;0;0
27.100000000000115;20.28158833699144;0;0;0;80.9;0;0;0
27.200000000000117;20.519821976671597;0;0;0;83.1;0;0;0
27.300000000000118;20.76922048896259;0;0;0;84.4;0;0;0
27.40000000000012;21.02600318282621;0;0;0;85.3;0;0;0
27.50000000000012;21.28714371083884;0;0;0;86.2;0;0;0
27.600000000000122;21.552213491962;0;0;0;87.6;0;0;0
27.700000000000124;21.823778516198942;0;0;0;88.4;0;0;0
27.800000000000125;22.09922662792647;0;0;0;88.9;0;0;0
27.900000000000126;22.376379263717684;0;0;0;89.3;0;0;0
28.000000000000128;22.654411969213463;0;0;0;89.8;0;0;0
28.10000000000013;22.933743114315405;0;0;0;90.7;0;0;0
28.20000000000013;23.21654246895937;0;0;0;91.6;0;0;0
28.300000000000132;23.50321094537761;0;0;0;92.9;0;0;0
28.400000000000134;23.795800366021446;0;0;0;93.3;0;0;0
28.500000000000135;24.090052489365057;0;0;0;94.2;0;0;0
28.600000000000136;24.387623133983407;0;0;0;95.6;0;0;0
28.700000000000138;24.69159853345561;0;0;0;96.4;0;0;0
28.80000000000014;24.999369646010962;0;0;0;98.7;0;0;0
28.90000000000014;25.318050630764308;0;0;0;100;0;0;0
29.000000000000142;25.643971526949265;0;0;0;100;0;0;0
29.100000000000144;25.96936371224724;0;0;0;100;0;0;0
29.200000000000145;26.2929044729546;0;0;0;100;0;0;0
29.300000000000146;26.614615673427842;0;0;0;100;0;0;0
29.400000000000148;26.934518657810525;0;0;0;100;0;0;0
29.50000000000015;27.25263426990366;0;0;0;100;0;0;0
29.60000000000015;27.568982871991743;0;0;0;100;0;0;0
29.700000000000152;27.883584362693945;0;0;0;100;0;0;0
29.800000000000153;28.196458193904338;0;0;0;100;0;0;0
29.900000000000155;28.507623386880034;0;0;0;100;0;0;0
30.000000000000156;28.817098547531568;0;0;0;100;0;0;0
30.100000000000158;29.12490188096556;0;0;0;100;0;0;0
30.20000000000016;29.431051205326064;0;0;0;100;0;0;0
30.30000000000016;29.735563964977427;0;0;0;100;0;0;0
30.400000000000162;30.038457243068372;0;0;0;100;0;0;0
30.500000000000163;30.339747773514123;0;0;0;100;0;0;0
30.600000000000165;30.63945195243077;0;0;0;100;0;0;0
30.700000000000166;30.937585849053594;0;0;0;100;0;0;0
30.800000000000168;31.234165216168936;0;0;0;100;0;0;0
30.90000000000017;31.52920550008707;0;0;0;100;0;0;0
31.00000000000017;31.822721850181704;0;0;0;100;0;0;0
31.100000000000172;32.114729128020045;0;0;0;100;0;0;0
31.200000000000173;32.40524191610566;0;0;0;100;0;0;0
31.300000000000175;32.69427452625505;0;0;0;100;0;0;0
31.400000000000176;32.98184100762738;0;0;0;100;0;0;0
31.500000000000178;33.26795515442558;0;0;0;100;0;0;0
31.60000000000018;33.55263051328592;0;0;0;100;0;0;0
31.70000000000018;33.83588039037211;0;0;0;100;0;0;0
31.800000000000182;34.1177178581888;0;0;0;100;0;0;0
31.900000000000183;34.3981557621287;0;0;0;100;0;0;0
32.000000000000185;34.67720672676654;0;0;0;100;0;0;0
32.100000000000186;34.9548831619122;0;0;0;100;0;0;0
32.20000000000019;35.23119726843484;0;0;0;100;0;0;0
32.30000000000019;35.50616104386899;0;0;0;100;0;0;0
32.40000000000019;35.779786287812975;0;0;0;100;0;0;0
32.50000000000019;36.05208460712943;0;0;0;100;0;0;0
32.60000000000019;36.323067420957194;0;0;0;100;0;0;0
32.700000000000195;36.59274596554319;0;0;0;100;0;0;0
32.800000000000196;36.86113129890259;0;0;0;100;0;0;0
32.9000000000002;37.128234305315004;0;0;0;100;0;0;0
33.0000000000002;37.39406569966397;0;0;0;100;0;0;0
33.1000000000002;37.65863603162679;0;0;0;100;0;0;0
33.2000000000002;37.92195568972121;0;0;0;100;0;0;0
33.3000000000002;38.18403490521514;0;0;0;100;0;0;0
33.400000000000205;38.444883755905444;0;0;0;100;0;0;0
33.500000000000206;38.70451216977117;0;0;0;100;0;0;0
33.60000000000021;38.962929928506746;0;0;0;100;0;0;0
33.70000000000021;39.22014667093998;0;0;0;100;0;0;0
33.80000000000021;39.476171896339785;0;0;0;100;0;0;0
33.90000000000021;39.73101496761802;0;0;0;100;0;0;0
34.00000000000021;39.984685114429915;0;0;0;100;0;0;0
34.100000000000215;40.23719143617699;0;0;0;100;0;0;0
34.200000000000216;40.488542904916585;0;0;0;100;0;0;0
34.30000000000022;40.738748368181454;0;0;0;100;0;0;0
34.40000000000022;40.98781655171318;0;0;0;100;0;0;0
34.50000000000022;41.235756062112635;0;0;0;100;0;0;0
34.60000000000022;41.48257538941072;0;0;0;100;0;0;0
34.70000000000022;41.728282909562466;0;0;0;100;0;0;0
34.800000000000225;41.97288688686737;0;0;0;100;0;0;0
34.900000000000226;42.21639547631878;0;0;0;100;0;0;0
35.00000000000023;42.458816725884915;0;0;0;100;0;0;0
35.10000000000023;42.700158578724135;0;0;0;100;0;0;0
35.20000000000023;42.940428875336806;0;0;0;100;0;0;0
35.30000000000023;43.17963535565613;0;0;0;100;0;0;0
35.40000000000023;43.41778566108009;0;0;0;100;0;0;0
35.500000000000234;43.65488733644664;0;0;0;100;0;0;0
35.600000000000236;43.89094783195421;0;0;0;100;0;0;0
35.70000000000024;44.125974505029355;0;0;0;100;0;0;0
35.80000000000024;44.35997462214352;0;0;0;100;0;0;0
35.90000000000024;44.59295536058056;0;0;0;100;0;0;0
36.00000000000024;44.82492381015684;0;0;0;100;0;0;0
36.10000000000024;45.05588697489543;0;0;0;100;0;0;0
36.200000000000244;45.28585177465603;0;0;0;100;0;0;0
36.300000000000246;45.51482504672211;0;0;0;100;0;0;0
36.40000000000025;45.7428135473466;0;0;0;100;0;0;0
36.50000000000025;45.96982395325769;0;0;0;100;0;0;0
36.60000000000025;46.19586286312585;0;0;0;100;0;0;0
36.70000000000025;46.42093679899354;0;0;0;100;0;0;0
36.80000000000025;46.645052207668606;0;0;0;100;0;0;0
36.900000000000254;46.86821546208275;0;0;0;100;0;0;0
37.000000000000256;47.09043286261606;0;0;0;100;0;0;0
37.10000000000026;47.31171063838868;0;0;0;100;0;0;0
37.20000000000026;47.532054948520745;0;0;0;100;0;0;0
37.30000000000026;47.751471883361475;0;0;0;100;0;0;0
37.40000000000026;47.9699674656885;0;0;0;100;0;0;0
37.50000000000026;48.187547651878184;0;0;0;100;0;0;0
37.600000000000264;48.40421833304802;0;0;0;100;0;0;0
37.700000000000266;48.61998533617181;0;0;0;100;0;0;0
37.80000000000027;48.834854425168494;0;0;0;100;0;0;0
37.90000000000027;49.04883130196548;0;0;0;100;0;0;0
38.00000000000027;49.26192160753713;0;0;0;100;0;0;0
38.10000000000027;49.47413092291926;0;0;0;100;0;0;0
38.20000000000027;49.68546477020023;0;0;0;100;0;0;0
38.300000000000274;49.89592861348946;0;0;0;100;0;0;0
38.400000000000276;50.105527859863905;0;0;0;100;0;0;0
38.50000000000028;50.31426786029319;0;0;0;100;0;0;0
38.60000000000028;50.522153910544;0;0;0;100;0;0;0
38.70000000000028;50.72919125206431;0;0;0;100;0;0;0
38.80000000000028;50.93538507284808;0;0;0;100;0;0;0
38.90000000000028;51.14074050828088;0;0;0;100;0;0;0
39.000000000000284;51.34526264196707;0;0;0;100;0;0;0
39.100000000000286;51.54895650653896;0;0;0;100;0;0;0
39.20000000000029;51.75182708444854;0;0;0;100;0;0;0
39.30000000000029;51.95387930874221;0;0;0;100;0;0;0
39.40000000000029;52.15511806381893;0;0;0;100;0;0;0
39.50000000000029;52.355548186172385;0;0;0;100;0;0;0
39.60000000000029;52.5551744651174;0;0;0;100;0;0;0
39.700000000000294;52.75400164350124;0;0;0;100;0;0;0
39.800000000000296;52.952034418400004;0;0;0;100;0;0;0
39.9000000000003;53.14927744180065;0;0;0;100;0;0;0
40.0000000000003;53.345735321268975;0;0;0;100;0;0;0
40.1000000000003;53.5414126206039;0;0;0;100;0;1.9;0
40.2000000000003;53.73631386047846;0.01196603445400593;0;0;100;0;5.9;0
40.3000000000003;53.93044351906782;0.0515210181945083;0;0;100;0;10.3;0
40.400000000000304;54.12380603266467;0.12458619844691227;0;0;100;0;13.9;0
40.500000000000306;54.316405796282254;0.22545700854496492;0;0;100;0;15.7;0
40.60000000000031;54.5082471642455;0.3393330379635558;0;0;100;0;17;0
40.70000000000031;54.69933445077039;0.4602949633441851;0;0;100;0;18.3;0
40.80000000000031;54.88967193053191;0.5881249951474162;0;0;100;0;19.7;0
40.90000000000031;55.07926383922101;0.7239490072760956;0;0;100;0;21.4;0
41.00000000000031;55.268114374090565;0.8704558222271146;0;0;100;0;22.8;0
41.100000000000314;55.45622769449093;1.025869661647948;0;0;100;0;24.1;0
41.200000000000315;55.643607922395084;1.1890748277824514;0;0;100;0;25.9;0
41.30000000000032;55.830259142913775;1.3639108956527217;0;0;100;0;27.2;0
41.40000000000032;56.01618540480085;1.5472723191167974;0;0;100;0;29;0
41.50000000000032;56.201390720949014;1.7423473286598758;0;0;100;0;30.3;0
41.60000000000032;56.38587906887626;1.9460165704434185;0;0;100;0;30.8;0
41.70000000000032;56.56965439120318;2.1513573962516914;0;0;100;0;31.7;0
41.800000000000324;56.75272059612141;2.360424358137887;0;0;100;0;32.6;0
41.900000000000325;56.935081557853344;2.5739465067429457;0;0;100;0;33;0
42.00000000000033;57.116741117103444;2.788124927251331;0;0;100;0;34.3;0
42.10000000000033;57.29770308150118;3.00932847044023;0;0;100;0;36.1;0
42.20000000000033;57.47797122603599;3.2428554736406534;0;0;100;0;36.1;0
42.30000000000033;57.65754929348426;3.47541357907563;0;0;100;0;36.6;0
42.40000000000033;57.836440994828635;3.7082618504755223;0;0;100;0;37;0
42.500000000000334;58.01465000966981;3.941503672040384;0;0;100;0;38.3;0
42.600000000000335;58.19217998663091;4.182089819508549;0;0;100;0;39.2;0
42.70000000000034;58.36903454375474;4.4282919816636666;0;0;100;0;40.1;0
42.80000000000034;58.54521726889395;4.679512440403514;0;0;100;0;41.4;0
42.90000000000034;58.72073172009434;4.938892194476375;0;0;100;0;43.2;0
43.00000000000034;58.89558142597151;5.210928353001674;0;0;100;0;44.6;0
43.10000000000034;59.06976988608083;5.49320895116992;0;0;100;0;45.9;0
43.200000000000344;59.24330057128111;5.784301436526416;0;0;100;0;48.1;0
43.300000000000345;59.41617692409193;6.091047963808581;0;0;100;0;50.3;0
43.40000000000035;59.58840235904481;6.346132822365394;0;0;100;0;51.7;0
43.50000000000035;59.75998026302842;6.597066855707963;0;0;100;0;53;0
43.60000000000035;59.93091399562792;6.855322184970527;0;0;100;0;54.3;0
43.70000000000035;60.10120688945852;7.120744726300897;0;0;100;0;55.7;0
43.80000000000035;60.270862250493416;7.393954277936306;0;0;100;0;57.4;0
43.900000000000354;60.43988335838629;7.676979578413571;0;0;100;0;58.8;0
44.000000000000355;60.60827346678833;7.968227097125537;0;0;100;0;60.1;0
44.10000000000036;60.77603580366008;8.266641153077709;0;0;100;0;61.4;0
44.20000000000036;60.94317357157804;8.572076815599338;0;0;100;0;62.3;0
44.30000000000036;61.109689948036326;8.881946070447144;0;0;100;0;64.1;0
44.40000000000036;61.27558808574326;9.201537966490237;0;0;100;0;65.4;0
44.50000000000036;61.44087111291324;9.528747604783213;0;0;100;0;66.8;0
44.600000000000364;61.60554213355382;9.863560714129878;0;0;100;0;68.6;0
44.700000000000365;61.76960422774812;10.208662234109598;0;0;100;0;70.8;0
44.80000000000037;61.93306045193277;10.530842869934771;0;0;100;0;72.6;0
44.90000000000037;62.09591383917134;10.856415449527942;0;0;100;0;74.8;0
45.00000000000037;62.258167399423435;11.194280630761387;0;0;100;0;76.6;0
45.10000000000037;62.419824119809526;11.542478146095384;0;0;100;0;77.9;0
45.20000000000037;62.58088696487159;11.897531406784177;0;0;100;0;79.7;0
45.300000000000374;62.741358876829636;12.261800825922835;0;0;100;0;81.4;0
45.400000000000375;62.901242775834255;12.63525236651505;0;0;100;0;84.1;0
45.50000000000038;63.06054156021518;13.023663958846017;0;0;100;0;86.8;0
45.60000000000038;63.21925810672603;13.428141439164104;0;0;100;0;89.4;0
45.70000000000038;63.377395270785264;13.84801352040961;0;0;100;0;92.6;0
45.80000000000038;63.53495588671342;14.286647843932183;0;0;100;0;95.2;0
45.90000000000038;63.6919427679667;14.741104295023325;0;0;100;0;98.3;0
46.000000000000384;63.84835870736705;15.213572080885017;0;0;100;0;99.7;0
